task_id,project_id,assigned_to,task_description,status_id,priority,due_date
2827,37,4,Task description for Task 2827,5,Low,2024-12-20
2828,12,57,Task description for Task 2828,2,Low,2024-12-27
2829,32,57,Task description for Task 2829,2,Low,2024-12-31
2830,5,29,Task description for Task 2830,5,Medium,2024-12-22
2831,6,12,Task description for Task 2831,4,High,2024-12-28
2832,50,41,Task description for Task 2832,2,High,2024-12-24
2833,25,8,Task description for Task 2833,3,Medium,2024-12-30
2834,18,18,Task description for Task 2834,5,Medium,2024-12-22
2835,49,38,Task description for Task 2835,2,Low,2024-12-28
2836,16,6,Task description for Task 2836,4,High,2024-12-22
2837,1,53,Task description for Task 2837,4,Low,2024-12-28
2838,31,72,Task description for Task 2838,1,High,2024-12-26
2839,34,6,Task description for Task 2839,5,High,2024-12-30
2840,47,73,Task description for Task 2840,1,Medium,2024-12-22
2841,28,3,Task description for Task 2841,2,Medium,2024-12-22
2842,42,45,Task description for Task 2842,5,Medium,2024-12-26
2843,37,22,Task description for Task 2843,1,Medium,2024-12-23
2844,29,31,Task description for Task 2844,4,Low,2024-12-31
2845,23,58,Task description for Task 2845,4,Medium,2024-12-24
2846,50,48,Task description for Task 2846,4,Medium,2024-12-24
2847,11,60,Task description for Task 2847,3,Medium,2024-12-21
2848,29,45,Task description for Task 2848,1,Low,2024-12-20
2849,49,67,Task description for Task 2849,4,Medium,2024-12-30
2850,44,95,Task description for Task 2850,3,Medium,2024-12-21
2851,42,100,Task description for Task 2851,2,Medium,2024-12-21
2852,44,88,Task description for Task 2852,3,Low,2024-12-29
2853,3,26,Task description for Task 2853,5,Medium,2024-12-21
2854,44,60,Task description for Task 2854,4,Medium,2024-12-28
2855,15,56,Task description for Task 2855,5,Medium,2024-12-24
2856,31,28,Task description for Task 2856,4,Medium,2024-12-23
2857,6,89,Task description for Task 2857,4,Medium,2024-12-25
2858,3,29,Task description for Task 2858,4,Low,2024-12-27
2859,24,65,Task description for Task 2859,3,Medium,2024-12-25
2860,9,60,Task description for Task 2860,1,Low,2024-12-24
2861,10,22,Task description for Task 2861,3,Low,2024-12-29
2862,30,78,Task description for Task 2862,2,Low,2024-12-30
2863,16,56,Task description for Task 2863,1,High,2024-12-21
2864,30,48,Task description for Task 2864,1,High,2024-12-29
2865,1,72,Task description for Task 2865,2,High,2024-12-22
2866,48,80,Task description for Task 2866,1,Medium,2024-12-29
2867,43,73,Task description for Task 2867,1,Low,2024-12-25
2868,7,26,Task description for Task 2868,5,Low,2024-12-31
2869,25,60,Task description for Task 2869,2,Low,2024-12-27
2870,42,64,Task description for Task 2870,2,Low,2024-12-21
2871,32,21,Task description for Task 2871,1,Low,2024-12-28
2872,5,75,Task description for Task 2872,1,Medium,2024-12-24
2873,47,44,Task description for Task 2873,3,Medium,2024-12-26
2874,3,51,Task description for Task 2874,1,Low,2024-12-21
2875,38,36,Task description for Task 2875,1,Low,2024-12-29
2876,32,92,Task description for Task 2876,1,Medium,2024-12-27
2877,16,6,Task description for Task 2877,2,High,2024-12-23
2878,24,79,Task description for Task 2878,3,High,2024-12-25
2879,33,33,Task description for Task 2879,5,High,2024-12-25
2880,39,38,Task description for Task 2880,1,Low,2024-12-24
2881,45,85,Task description for Task 2881,2,Medium,2024-12-31
2882,20,63,Task description for Task 2882,4,Low,2024-12-25
2883,47,44,Task description for Task 2883,5,High,2024-12-31
2884,9,10,Task description for Task 2884,3,Medium,2024-12-27
2885,9,100,Task description for Task 2885,4,Medium,2024-12-28
2886,15,13,Task description for Task 2886,2,High,2024-12-21
2887,35,83,Task description for Task 2887,2,High,2024-12-31
2888,24,64,Task description for Task 2888,4,High,2024-12-28
2889,41,61,Task description for Task 2889,1,Low,2024-12-30
2890,20,57,Task description for Task 2890,5,High,2024-12-24
2891,15,83,Task description for Task 2891,2,High,2024-12-24
2892,11,18,Task description for Task 2892,3,Low,2024-12-23
2893,27,95,Task description for Task 2893,1,High,2024-12-26
2894,48,53,Task description for Task 2894,5,High,2024-12-30
2895,21,48,Task description for Task 2895,2,High,2024-12-29
2896,10,64,Task description for Task 2896,2,Low,2024-12-31
2897,31,51,Task description for Task 2897,1,High,2024-12-30
2898,20,15,Task description for Task 2898,5,Medium,2024-12-30
2899,50,55,Task description for Task 2899,4,Low,2024-12-23
2900,16,89,Task description for Task 2900,2,Low,2024-12-30
2901,15,25,Task description for Task 2901,1,Low,2024-12-28
2902,45,85,Task description for Task 2902,2,High,2024-12-27
2903,37,60,Task description for Task 2903,2,Low,2024-12-29
2904,42,5,Task description for Task 2904,5,High,2024-12-23
2905,47,67,Task description for Task 2905,5,Medium,2024-12-23
2906,50,84,Task description for Task 2906,1,Low,2024-12-25
2907,7,37,Task description for Task 2907,3,High,2024-12-28
2908,4,41,Task description for Task 2908,3,Medium,2024-12-28
2909,27,29,Task description for Task 2909,4,High,2024-12-25
2910,17,67,Task description for Task 2910,2,High,2024-12-29
2911,36,69,Task description for Task 2911,2,Low,2024-12-31
2912,18,88,Task description for Task 2912,1,Medium,2024-12-30
2913,38,96,Task description for Task 2913,3,Low,2024-12-25
2914,24,94,Task description for Task 2914,5,Low,2024-12-20
2915,42,79,Task description for Task 2915,2,High,2024-12-30
2916,40,97,Task description for Task 2916,5,Low,2024-12-26
2917,7,81,Task description for Task 2917,2,High,2024-12-26
2918,26,3,Task description for Task 2918,3,Medium,2024-12-22
2919,46,91,Task description for Task 2919,4,High,2024-12-29
2920,22,84,Task description for Task 2920,1,Medium,2024-12-23
2921,37,15,Task description for Task 2921,2,Medium,2024-12-30
2922,7,19,Task description for Task 2922,4,High,2024-12-25
2923,35,81,Task description for Task 2923,4,Low,2024-12-25
2924,6,81,Task description for Task 2924,1,Low,2024-12-31
2925,19,59,Task description for Task 2925,4,Medium,2024-12-28
2926,31,39,Task description for Task 2926,2,Medium,2024-12-23
2927,5,57,Task description for Task 2927,4,High,2024-12-24
2928,13,59,Task description for Task 2928,2,Low,2024-12-29
2929,12,48,Task description for Task 2929,3,Low,2024-12-29
2930,47,95,Task description for Task 2930,3,High,2024-12-22
2931,37,75,Task description for Task 2931,2,High,2024-12-28
2932,22,52,Task description for Task 2932,2,High,2024-12-29
2933,14,25,Task description for Task 2933,2,High,2024-12-23
2934,36,75,Task description for Task 2934,5,High,2024-12-29
2935,47,8,Task description for Task 2935,3,Medium,2024-12-29
2936,32,4,Task description for Task 2936,3,Low,2024-12-28
2937,31,9,Task description for Task 2937,4,Low,2024-12-21
2938,47,67,Task description for Task 2938,3,Medium,2024-12-27
2939,50,82,Task description for Task 2939,3,Low,2024-12-27
2940,19,18,Task description for Task 2940,3,High,2024-12-24
2941,28,6,Task description for Task 2941,1,High,2024-12-22
2942,7,3,Task description for Task 2942,2,Medium,2024-12-28
2943,34,1,Task description for Task 2943,2,High,2024-12-30
2944,2,79,Task description for Task 2944,5,Low,2024-12-25
2945,17,38,Task description for Task 2945,4,High,2024-12-20
2946,44,97,Task description for Task 2946,5,Low,2024-12-30
2947,18,58,Task description for Task 2947,2,Low,2024-12-22
2948,38,43,Task description for Task 2948,5,Medium,2024-12-24
2949,31,5,Task description for Task 2949,1,Medium,2024-12-30
2950,33,15,Task description for Task 2950,5,Medium,2024-12-30
2951,23,87,Task description for Task 2951,1,Low,2024-12-29
2952,15,34,Task description for Task 2952,3,Low,2024-12-29
2953,27,52,Task description for Task 2953,5,Medium,2024-12-28
2954,43,43,Task description for Task 2954,2,Medium,2024-12-22
2955,46,27,Task description for Task 2955,1,High,2024-12-26
2956,15,57,Task description for Task 2956,3,Low,2024-12-31
2957,43,30,Task description for Task 2957,1,High,2024-12-24
2958,12,60,Task description for Task 2958,4,High,2024-12-28
2959,36,87,Task description for Task 2959,4,Medium,2024-12-20
2960,44,5,Task description for Task 2960,4,Low,2024-12-31
2961,34,42,Task description for Task 2961,1,Medium,2024-12-30
2962,10,42,Task description for Task 2962,4,Medium,2024-12-22
2963,26,55,Task description for Task 2963,1,Low,2024-12-27
2964,12,75,Task description for Task 2964,3,Medium,2024-12-22
2965,45,52,Task description for Task 2965,4,Medium,2024-12-24
2966,27,49,Task description for Task 2966,2,High,2024-12-23
2967,41,57,Task description for Task 2967,1,High,2024-12-28
2968,34,10,Task description for Task 2968,3,High,2024-12-29
2969,25,17,Task description for Task 2969,4,High,2024-12-23
2970,4,43,Task description for Task 2970,1,High,2024-12-21
2971,7,60,Task description for Task 2971,3,Medium,2024-12-28
2972,21,61,Task description for Task 2972,1,High,2024-12-24
2973,17,28,Task description for Task 2973,5,Medium,2024-12-28
2974,20,28,Task description for Task 2974,4,Medium,2024-12-20
2975,13,14,Task description for Task 2975,3,Medium,2024-12-20
2976,30,58,Task description for Task 2976,4,Medium,2024-12-28
2977,26,91,Task description for Task 2977,4,High,2024-12-22
2978,25,85,Task description for Task 2978,5,Medium,2024-12-20
2979,13,81,Task description for Task 2979,5,High,2024-12-27
2980,23,65,Task description for Task 2980,5,Low,2024-12-25
2981,19,89,Task description for Task 2981,5,Medium,2024-12-26
2982,6,85,Task description for Task 2982,3,High,2024-12-30
2983,18,82,Task description for Task 2983,3,Medium,2024-12-30
2984,27,57,Task description for Task 2984,5,Medium,2024-12-22
2985,6,81,Task description for Task 2985,5,Low,2024-12-27
2986,34,29,Task description for Task 2986,2,High,2024-12-21
2987,49,63,Task description for Task 2987,2,Low,2024-12-28
2988,19,76,Task description for Task 2988,5,High,2024-12-26
2989,27,65,Task description for Task 2989,2,Low,2024-12-29
2990,12,84,Task description for Task 2990,4,Low,2024-12-30
2991,5,48,Task description for Task 2991,3,High,2024-12-25
2992,25,94,Task description for Task 2992,5,High,2024-12-27
2993,4,77,Task description for Task 2993,3,High,2024-12-23
2994,37,44,Task description for Task 2994,5,Medium,2024-12-28
2995,13,83,Task description for Task 2995,1,High,2024-12-30
2996,12,92,Task description for Task 2996,4,Low,2024-12-31
2997,34,76,Task description for Task 2997,4,High,2024-12-22
2998,5,47,Task description for Task 2998,2,Medium,2024-12-29
2999,16,44,Task description for Task 2999,3,Medium,2024-12-25
3000,3,23,Task description for Task 3000,2,High,2024-12-26
3001,49,41,Task description for Task 3001,5,Low,2024-12-30
3002,47,20,Task description for Task 3002,1,Medium,2024-12-30
3003,4,25,Task description for Task 3003,2,Medium,2024-12-31
3004,28,62,Task description for Task 3004,1,High,2024-12-20
3005,29,38,Task description for Task 3005,5,Low,2024-12-24
3006,24,90,Task description for Task 3006,3,Medium,2024-12-21
3007,10,60,Task description for Task 3007,3,Medium,2024-12-31
3008,49,38,Task description for Task 3008,3,Medium,2024-12-24
3009,42,69,Task description for Task 3009,2,Low,2024-12-20
3010,25,33,Task description for Task 3010,2,Medium,2024-12-26
3011,49,48,Task description for Task 3011,3,High,2024-12-30
3012,34,18,Task description for Task 3012,4,Medium,2024-12-24
3013,46,52,Task description for Task 3013,1,Medium,2024-12-27
3014,15,58,Task description for Task 3014,5,Low,2024-12-28
3015,14,59,Task description for Task 3015,5,High,2024-12-24
3016,8,48,Task description for Task 3016,5,Low,2024-12-30
3017,38,71,Task description for Task 3017,5,Low,2024-12-31
3018,35,25,Task description for Task 3018,5,High,2024-12-20
3019,13,8,Task description for Task 3019,3,Medium,2024-12-28
3020,26,97,Task description for Task 3020,2,Medium,2024-12-28
3021,11,41,Task description for Task 3021,4,Medium,2024-12-31
3022,31,49,Task description for Task 3022,5,High,2024-12-23
3023,23,47,Task description for Task 3023,5,Medium,2024-12-24
3024,11,89,Task description for Task 3024,3,High,2024-12-28
3025,18,9,Task description for Task 3025,3,Medium,2024-12-30
3026,42,11,Task description for Task 3026,3,Medium,2024-12-29
3027,44,69,Task description for Task 3027,5,Low,2024-12-29
3028,4,38,Task description for Task 3028,1,Medium,2024-12-31
3029,20,57,Task description for Task 3029,5,High,2024-12-31
3030,23,50,Task description for Task 3030,4,High,2024-12-27
3031,41,81,Task description for Task 3031,1,Low,2024-12-21
3032,34,56,Task description for Task 3032,4,High,2024-12-24
3033,30,1,Task description for Task 3033,1,Medium,2024-12-26
3034,17,95,Task description for Task 3034,4,High,2024-12-25
3035,22,11,Task description for Task 3035,4,Low,2024-12-22
3036,34,16,Task description for Task 3036,3,Low,2024-12-21
3037,37,12,Task description for Task 3037,3,Medium,2024-12-21
3038,14,79,Task description for Task 3038,1,Low,2024-12-29
3039,8,54,Task description for Task 3039,2,Low,2024-12-23
3040,16,91,Task description for Task 3040,2,High,2024-12-26
3041,49,39,Task description for Task 3041,4,Low,2024-12-27
3042,16,53,Task description for Task 3042,4,High,2024-12-24
3043,12,85,Task description for Task 3043,2,Low,2024-12-27
3044,30,12,Task description for Task 3044,1,Low,2024-12-23
3045,11,18,Task description for Task 3045,4,High,2024-12-30
3046,15,88,Task description for Task 3046,3,Low,2024-12-29
3047,20,42,Task description for Task 3047,4,Medium,2024-12-28
3048,42,60,Task description for Task 3048,1,Low,2024-12-20
3049,8,26,Task description for Task 3049,1,High,2024-12-27
3050,36,81,Task description for Task 3050,4,Low,2024-12-23
3051,32,5,Task description for Task 3051,2,Medium,2024-12-31
3052,7,30,Task description for Task 3052,2,High,2024-12-28
3053,8,76,Task description for Task 3053,3,Medium,2024-12-24
3054,10,69,Task description for Task 3054,3,Low,2024-12-28
3055,14,29,Task description for Task 3055,1,Low,2024-12-23
3056,25,95,Task description for Task 3056,5,Medium,2024-12-20
3057,29,99,Task description for Task 3057,4,Low,2024-12-29
3058,22,75,Task description for Task 3058,5,Medium,2024-12-29
3059,32,35,Task description for Task 3059,1,Medium,2024-12-27
3060,40,4,Task description for Task 3060,5,High,2024-12-23
3061,36,35,Task description for Task 3061,1,High,2024-12-24
3062,12,71,Task description for Task 3062,5,Low,2024-12-29
3063,2,96,Task description for Task 3063,1,High,2024-12-28
3064,15,63,Task description for Task 3064,1,Medium,2024-12-23
3065,47,40,Task description for Task 3065,4,Low,2024-12-26
3066,18,68,Task description for Task 3066,5,High,2024-12-20
3067,49,33,Task description for Task 3067,5,High,2024-12-21
3068,26,16,Task description for Task 3068,1,Low,2024-12-29
3069,21,76,Task description for Task 3069,1,Low,2024-12-22
3070,23,77,Task description for Task 3070,3,Medium,2024-12-27
3071,31,74,Task description for Task 3071,2,Low,2024-12-31
3072,7,6,Task description for Task 3072,5,Medium,2024-12-31
3073,4,7,Task description for Task 3073,2,Medium,2024-12-23
3074,24,23,Task description for Task 3074,5,High,2024-12-31
3075,25,20,Task description for Task 3075,3,Medium,2024-12-21
3076,35,21,Task description for Task 3076,4,High,2024-12-23
3077,29,99,Task description for Task 3077,5,High,2024-12-20
3078,33,33,Task description for Task 3078,2,High,2024-12-22
3079,23,54,Task description for Task 3079,4,Medium,2024-12-26
3080,37,40,Task description for Task 3080,4,Medium,2024-12-24
3081,47,6,Task description for Task 3081,3,Low,2024-12-20
